aac(6')-Ib_2	aminoglycoside
aac(6')-Ib11_1	aminoglycoside
aac(6')-30-aac(6')-Ib'_1	aminoglycoside
aac(6')-Iaj_1	aminoglycoside
aac(6')-Ian_1	aminoglycoside
aac(6')-Iak_1	aminoglycoside
aac(6')-Ib-Hangzhou_1	aminoglycoside
aac(6')-Ib-Suzhou_1	aminoglycoside
aac(6')-Iid_1	aminoglycoside
aac(6')-Iih_1	aminoglycoside
aac(6')-Iz_2	aminoglycoside
aac(6')-29b_1	aminoglycoside
aac(6')-29a_1	aminoglycoside
aac(6')-Iaa_1	aminoglycoside
aac(6')-Ih_2	aminoglycoside
aac(6')-Ix_1	aminoglycoside
aac(6')-Il_1	aminoglycoside
aac(6')-Ia_2	aminoglycoside
aac(6')-Iag_1	aminoglycoside
aac(2')-IIa_1	aminoglycoside
kamB_1	aminoglycoside
grmO_1	aminoglycoside
fmrO_1	aminoglycoside
grmB_1	aminoglycoside
grmA_1	aminoglycoside
kgmB_1	aminoglycoside
sgm_1	aminoglycoside
aph(3')-VI_2	aminoglycoside
aph(3')-IX_1	aminoglycoside
ant(6)-Ia_5	aminoglycoside
aadA13_2	aminoglycoside
aadA11_2	aminoglycoside
aadA10_2	aminoglycoside
aadA7_2	aminoglycoside
aadA2_1	aminoglycoside
aadD_2	aminoglycoside
aph(2'')-Ib_2	aminoglycoside
aph(7'')-Ia_1	aminoglycoside
aph(9)-Ia_2	aminoglycoside
aph(6)-Ia_2	aminoglycoside
aph(6)-Id_1	aminoglycoside
aph(6)-Id_3	aminoglycoside
aph(6)-Id_4	aminoglycoside
aph(6)-Id_5	aminoglycoside
aph(3'')-Ia_2	aminoglycoside
aph(3'')-Ia_3	aminoglycoside
aph(3'')-Ib_1	aminoglycoside
aph(3'')-Ib_3	aminoglycoside
aph(3'')-Ib_4	aminoglycoside
aadE-Cc_1	aminoglycoside
ant(2'')-Ia_2	aminoglycoside
ant(2'')-Ia_3	aminoglycoside
ant(2'')-Ia_4	aminoglycoside
ant(2'')-Ia_5	aminoglycoside
ant(2'')-Ia_6	aminoglycoside
ant(2'')-Ia_7	aminoglycoside
ant(2'')-Ia_8	aminoglycoside
ant(2'')-Ia_9	aminoglycoside
ant(2'')-Ia_10	aminoglycoside
ant(2'')-Ia_11	aminoglycoside
ant(2'')-Ia_12	aminoglycoside
ant(2'')-Ia_13	aminoglycoside
ant(2'')-Ia_14	aminoglycoside
ant(2'')-Ia_15	aminoglycoside
ant(2'')-Ia_16	aminoglycoside
ant(2'')-Ia_17	aminoglycoside
ant(2'')-Ia_19	aminoglycoside
ant(2'')-Ia_20	aminoglycoside
ant(2'')-Ia_1	aminoglycoside
aph(3')-VI_1	aminoglycoside
aph(3')-XV_2	aminoglycoside
aph(3')-XV_3	aminoglycoside
aph(3')-IIIa_1	aminoglycoside
aph(3')-IIIa_2	aminoglycoside
aph(3')-IIIa_3	aminoglycoside
aph(3')-Va_2	aminoglycoside
aph(3')-Vb_2	aminoglycoside
aph(3')-IIa_2	aminoglycoside
aph(3')-IIb_2	aminoglycoside
aph(3')-Ia_2	aminoglycoside
aph(3')-Ia_3	aminoglycoside
aph(3')-Ia_4	aminoglycoside
aph(3')-Ia_5	aminoglycoside
aph(3')-Ia_6	aminoglycoside
aph(3')-Ia_7	aminoglycoside
aph(3')-Ia_8	aminoglycoside
aph(3')-Ia_9	aminoglycoside
aph(3')-Ia_10	aminoglycoside
aph(2'')-Ih_1	aminoglycoside
aph(2'')-Ig_1	aminoglycoside
aph(2'')-If_1	aminoglycoside
aph(2'')-If_2	aminoglycoside
aph(2'')-Ia_2	aminoglycoside
aph(2'')-Ia_3	aminoglycoside
aph(2'')-Ib_3	aminoglycoside
ant(6)-Ia_3	aminoglycoside
aac(2')-Ia_1	aminoglycoside
aac(2')-Ib_1	aminoglycoside
aac(2')-Ic_1	aminoglycoside
aac(2')-Id_1	aminoglycoside
aac(2')-Ie_1	aminoglycoside
aac(3)-I_1	aminoglycoside
aac(3)-Ia_1	aminoglycoside
aac(3)-Ib_1	aminoglycoside
aac(3)-Ib-aac(6')-Ib'_1	aminoglycoside
aac(3)-Ic_1	aminoglycoside
aac(3)-Id_1	aminoglycoside
aac(3)-If_1	aminoglycoside
aac(3)-Ig_1	aminoglycoside
aac(3)-Ih_1	aminoglycoside
aac(3)-Ii_1	aminoglycoside
aac(3)-IIa_1	aminoglycoside
aac(3)-IIb_1	aminoglycoside
aac(3)-IIc_1	aminoglycoside
aac(3)-IId_1	aminoglycoside
aac(3)-IIe_1	aminoglycoside
aac(3)-IIIa_1	aminoglycoside
aac(3)-IIIb_1	aminoglycoside
aac(3)-IIIc_1	aminoglycoside
aac(3)-IVa_1	aminoglycoside
aac(3)-VIa_1	aminoglycoside
aac(3)-VIIa_1	aminoglycoside
aac(3)-VIIIa_1	aminoglycoside
aac(3)-IXa_1	aminoglycoside
aac(3)-Xa_1	aminoglycoside
aac(6')-Ia_1	aminoglycoside
aac(6')-Ib_1	aminoglycoside
aac(6')-Ic_1	aminoglycoside
aac(6')-If_1	aminoglycoside
aac(6')-Ig_1	aminoglycoside
aac(6')-Ih_1	aminoglycoside
aac(6')-Ij_1	aminoglycoside
aac(6')-Ik_1	aminoglycoside
aac(6')-Ip_1	aminoglycoside
aac(6')-Im_1	aminoglycoside
aac(6')-Iq_1	aminoglycoside
aac(6')-Ir_1	aminoglycoside
aac(6')-Is_1	aminoglycoside
aac(6')-It_1	aminoglycoside
aac(6')-Iu_1	aminoglycoside
aac(6')-Iv_1	aminoglycoside
aac(6')-Iw_1	aminoglycoside
aac(6')-Iz_1	aminoglycoside
aac(6')-Iad_1	aminoglycoside
aac(6')-Iae_1	aminoglycoside
aac(6')-Iaf_1	aminoglycoside
aac(6')-Iai_1	aminoglycoside
aac(6')-I30_1	aminoglycoside
aac(6')-31_1	aminoglycoside
aac(6')-32_1	aminoglycoside
aac(6')-33_1	aminoglycoside
aac(6')-IIa_1	aminoglycoside
aac(6')-IIb_1	aminoglycoside
aac(6')-IIc_1	aminoglycoside
aac(6')-aph(2'')_1	aminoglycoside
aac(6')-Isa_1	aminoglycoside
aac(6')-Ib3_1	aminoglycoside
aacA43_1	aminoglycoside
ant(3'')-Ia_1	aminoglycoside
aadA1_2	aminoglycoside
aadA1_3	aminoglycoside
aadA1b_1	aminoglycoside
aadA1_4	aminoglycoside
aadA1_5	aminoglycoside
aadA2_2	aminoglycoside
aadA3_1	aminoglycoside
aadA4_1	aminoglycoside
aadA5_1	aminoglycoside
aadA6_1	aminoglycoside
aadA7_1	aminoglycoside
aadA8_1	aminoglycoside
aadA8b_2	aminoglycoside
aadA9_1	aminoglycoside
aadA10_1	aminoglycoside
aadA11_1	aminoglycoside
aadA12_1	aminoglycoside
aadA13_1	aminoglycoside
aadA14_1	aminoglycoside
aadA15_1	aminoglycoside
aadA16_1	aminoglycoside
aadA17_1	aminoglycoside
aadA21_1	aminoglycoside
aadA22_1	aminoglycoside
aadA23_1	aminoglycoside
aadA24_1	aminoglycoside
ant(6)-Ia_2	aminoglycoside
aadD_1	aminoglycoside
aadK_1	aminoglycoside
ant(3'')-Ii-aac(6')-IId_1	aminoglycoside
ant(4')-Ib_1	aminoglycoside
ant(4')-IIa_1	aminoglycoside
ant(4')-IIb_1	aminoglycoside
ant(6)-Ia_1	aminoglycoside
ant(6)-Ib_1	aminoglycoside
aph(2'')-Ib_1	aminoglycoside
aph(2'')-Ic_1	aminoglycoside
aph(2'')-Id_1	aminoglycoside
aph(2'')-Ie_1	aminoglycoside
aph(3')-Ia_1	aminoglycoside
aph(3')-Ib_1	aminoglycoside
aph(3'')-Ic_1	aminoglycoside
aph(3')-Id_1	aminoglycoside
aph(3')-IIa_1	aminoglycoside
aph(3')-IIb_1	aminoglycoside
aph(3')-IIc_1	aminoglycoside
aph(3')-III_1	aminoglycoside
aph(3')-IV_1	aminoglycoside
aph(3')-Va_1	aminoglycoside
aph(3')-Vb_1	aminoglycoside
aph(3')-Vc_1	aminoglycoside
aph(3')-VIa_1	aminoglycoside
aph(3')-VIb_1	aminoglycoside
aph(3')-VIIa_1	aminoglycoside
aph(3')-VIII_1	aminoglycoside
aph(3')-XV_1	aminoglycoside
aph(3'')-Ia_1	aminoglycoside
aph(4)-Ia_1	aminoglycoside
aph(6)-Ia_1	aminoglycoside
